ETC_20150317_000001	Kepa
ETC_20151224_017527	When Rocktortuga first appeared, many soldiers had difficulties retreating due to it's stubborness. As time went by, the weakness on its body was made known, but it's not easy to attack weakness of Rocktortuga.
ETC_20151224_017528	Many people are participating on the efforts to prevent them from producing their offsprings by spurting out spores.
ETC_20151224_017529	It was never observed before that the monstruo which was originally a bug turned into an imago type monstruo. It shouldn't occur when you look at it.
ETC_20151224_017530	Nederbovine bases it's origin to the demon realm. This is not an intelligent demon. It is a beast that is being raised by the demons.
ETC_20151224_017531	We don't know which animal he consumed to obtain the eyes he has.
ETC_20151224_017532	A long time ago, he was the hidden guardian who used to protect the grave from the robbers.
ETC_20151224_017533	The ones who were known as strong warriors in the demon realm stepped into our world because of Giltine's orders.
ETC_20151224_017534	Archon belongs to a high class in the demon realm and he is responsible for many things besides the battles.
ETC_20151224_017535	Many monstruos created lots of diverse transformations on Medzio Diena, but Caparazón is unique among them. It was created from the shell which was molted from other animals.
ETC_20151224_017536	Beowolfs have been drifting diverse worlds from a long time ago. They don't belong to any world and they think Medzio Diena will be a good chance for them.
ETC_20151224_017537	Due to their cute appearances, many people tried to tame Tinis, but they never succeeded.
ETC_20151224_017538	A small form of Golem that is harmful to humans because it receives evil influences.
ETC_20151224_017539	Ammon has been existing from the ancient times and killed many people.
ETC_20151224_017540	Before it was discovered that it was a transformation of a plant, there was speculation that it could be some monstruo's larva.
ETC_20151224_017541	You shouldn't misunderstand Woodin that doesn't move as a good stump.
ETC_20151224_017542	According to a legend, Minos spent all its life by just fighting. This is because some Señor Demonios used them as their servants to check on other Señor Demonios.
ETC_20151224_017543	They are servants and body guards to the Señor Demonios.
ETC_20151224_017544	It is not sure whether worgs interact with human spirits or they are one of the wolf species from the ancient times.
ETC_20151224_017545	People used to think that they were influenced on Medzio Diena, but they grew up.
ETC_20151224_017546	This monstruo appears in the regions of the kingdom where the climate is not adequate for cacti.
ETC_20151224_017547	Kirmeleech sucks the blood of either monstruos or demons since humans are too small to them. However, they do attack humans, so it's actually not important whether they suck blood from humans or not.
ETC_20151224_017548	Even the demons who caused Medzio Diena don't know whether Magburks around them would turn out like that.
ETC_20151224_017549	Naktis has three sisters who are Señor Demonios and they are all related to the Demon Queen Gesti.
ETC_20151224_017550	Most Plant-type monstruos used to be threatening to small animals, but they became bigger after Medzio Diena and became threatening to humans as well.
ETC_20151224_017551	Some people are not giving up and are trying to tame bird monstruos. If they succeed, they would help a lot in battles and transportations.
ETC_20151224_017552	There's a rumor going around that Hierrobaum used to be the target of practice for the demons. Regardless of what their origin is, they are threats to us now.
ETC_20151224_017553	For the last several years, the Vubbe society became severely differentiated and complicated.
ETC_20151224_017554	There's a rumor that the monstruo who broke into the Mausoleo Real which Señor Demonio Rexipher modified is the starting point.
ETC_20151224_017555	It is a monstruo from the demon realm that the Demon King Vaiga uses. Vaiga likes monstruos that reports news from various worlds.
ETC_20151224_017556	Although its name is similar, it is not related to the monstruos that turned out from the birds.
ETC_20151224_017557	The Great King Zachariel destroyed the majority of his documents since he was worried about any intrusion. Therefore, we don't know if Tomb Maiden was created by humans.
ETC_20151224_017558	It is the creation of magic that mages and humans frequently used to protect their treasures.
ETC_20151224_017559	In theory, this monstruo's creation is similar to Dullahan. However, the combined object is not a shield.
ETC_20151224_017560	Rexipher tried many times to infiltrate into the royal tomb. He didn't succeed the infiltration, but he was able to make a monstruo called Kubas.
ETC_20151224_017561	This info might not be useful to you in real battles, but this monstruo is very weak against other demons.
ETC_20151224_017562	It is such a pity that many spirits held hands with the strong spirits since Medzio Diena. There are opinions that strategic negotiations should take place from now on.
ETC_20151224_017563	The demons are controlling the strong ones among the creatures that turned into monstruos on Medzio Diena. Gorgon used to exist even before Medzio Diena, but it's form and the habit is different from the past.
ETC_20151224_017564	This arrogant monstruo betrayed the blessing of the Diosa is a shame to the Diosas.
ETC_20151224_017565	Among the ones who try to tame many different kinds of birds, many of them are not interested in Moas. Because this bird eats too much.
ETC_20151224_017566	Although its name is not unique, this monstruo in fact will is the most faithful companion of death that you will encounter.
ETC_20151224_017567	The history of Deathweaver became known to humans has been very long and many warriors and mages died in the net that were created by the monstruos.
ETC_20151224_017568	The most dramatic change the Goblin society experienced on Medzio Diena is the appearances of the strong individuals like the Ballestero del Templo. However, they prioritize their individual benefits more than the Goblin tribe. Even if they serve for others, there's a certain possibility that they have hidden purposes.
ETC_20151224_017569	It is known that Chaparicións were being created when the spirits of dead mages fell into evil deeds.
ETC_20151224_017570	Minotauros used to exist from a long time ago and besides from the fact that one other species with wings came out from it, they are violent as usual.
ETC_20151224_017571	Compared to the Diosas, the demons either grow or create demons that protect their territories. According to a legend, Cerbero didn't have the form it now has.
ETC_20151224_017572	Legend has it that this is an object of the ancient devil whose identity is unknown. According to that legend, even Giltine didn't want to fight against it.
ETC_20151224_017573	Hogma is smarter than the Vubbes so they use tools, but due to its strong instinct, it tends to make mistakes and hardly makes any progress.
ETC_20151224_017574	Among the Hogmas, there is someone who obtained the abilities through experiences. But, a Hechicero is not free from the instinct of a Hogma.
ETC_20151224_017575	It is a Beast-type monstruo whose origin can be easily identified from its appearance and its name.
ETC_20151224_017576	It hasn't been discovered yet from which inanimate being this monstruo tranformed from.
ETC_20151224_017577	It was rare that Hydra encounter with humans before Medzio Diena, but whenever they were encountered, they were really hard to fight against. However, its immortality has disappeared so you would be able to kill it if you are competent enough.
ETC_20151224_017578	It likes to hide in dark places or deep forests. It is timid so it only appears and attacks when it thinks the opponent is weak.
ETC_20151224_017579	When it succeeds in suppressing an opponent, it has the tendency to paralyze the opponent and suck the body fluid of the opponent at a slow pace. After it increases its size, it attacks small-sized opponents to relieve its aggression and not to fulfill its hunger.
ETC_20151224_017580	Initially, many people underestimated Colimencia, a strong Plant-type monstruo, since it was in a state of inactivity, but they received severe damage.
ETC_20151224_017581	It is not well known since it didn't interact many times with humans, but this demon has both the cruelity and sense of humor.
ETC_20151224_017582	It is fortunate that there aren't many cases that the host became a monstruo, but it's a difficult phenomenon to understand.
ETC_20151224_017583	Though it is a legend that cannot be confirmed, but Harpeia used to follow Diosa Laima instead of the demons.
ETC_20151224_017584	Humans and monstruos have the tendency to harass others that are weaker than them.
ETC_20151224_017585	The demons are trying to give Manticen a great power so it can control other Insect-type monstruos.
ETC_20151224_017586	The seeds that dropped from leaf molds combined with larvas and turned into monstruos. Of course, they weren't discovered before Medzio Diena.
ETC_20151224_017587	They are the demons who took care of the garden of high-ranked demons and fruit trees. After Giltine decided to fight against the Diosas, they now participate in battles. Like most other demons, what they do and their battle skills and all are unrelated.
ETC_20151224_017588	Chupacabras appear simultaneously in various places and are threatening many lives and crops.
ETC_20151224_017589	It attacks people with the bead that it is holding every día.
ETC_20151224_017590	It is a monstruo that has the power of various animals, so it is hard to face against.
ETC_20151224_017591	Pantos used to live at the Geli region from a long time ago and they kept their friendly relationship with humans before they were influenced on Medzio Diena.
ETC_20151224_017592	The Árbol Divino which was the rest place for the Diosas became an enemy
ETC_20151224_017593	Dullahan was one of the ghosts that was known to the human world and there were some kinds among them that do not harm people that are not related to the resentment. But, as you know, Medzio Diena changed everything.
ETC_20151224_017594	This cruel lord of the flowers tries to control all lives in the region he controls regardless whether they are animals or plants.
ETC_20151224_017595	Among the spirits of the forest, it is sad that the ones who were most close to the humans became the enemies of the humans.
ETC_20151224_017596	There are many monstruos of this kind in the demon realm and the Señor Demonio picks the strong ones among them and releases them to our world.
ETC_20151224_017597	It is known that the tail is used when they compete against each other, but you should not just rely on such tendency.
ETC_20151224_017598	Turtai is not on the same side with any Diosa. Turtai always wants to strive for its benefits and to accomplish that, it betrays its own species or its allies. But, since there's nothing that humans can provide, there is no way that they would cooperate with humans.
ETC_20151224_017599	The transformation of the Canceril is now even considered ordinary in the world full of monstruos derived from all sorts of lifeforms.
ETC_20151224_017600	The change like this looks normal in the world with many transformations of animals and plants have taken place.
ETC_20151224_017601	Glackuman who dreams to become a famous fighter is only satisfied if he is dispatched to locations where a lot of fights are taking place.
ETC_20151224_017602	Belian is not the type of monstruo that transformed from a plant, but rather, it is in a cursed state since it cannot complete the orders it received from the Demon King.
ETC_20151224_017603	The monstruo which was transformed by demons after combining diverse types of creatures still shows its loyalty to the demons.
ETC_20151224_017604	It is a creature that places its origin to the demon realm. It is a kind that is related to Velnewt.
ETC_20151224_017605	They can be called the Bokors of the demon realm. It is possible that they interact with Giltine and use the authority.
ETC_20151224_017606	Velnewts usually group together and hunt together at the demon realm. But, they think that they are strong enough to act alone in our world so they tend to act individually.
ETC_20151224_017607	There's nothing special about the Señor Demonio Blut. But, what is significant about him is that he is the Señor Demonio that was randomly picked by Giltine in order to disturb the forecast of Laima.
ETC_20151224_017608	Neop was recently promoted as a Señor Demonio by Giltine in order to disturb Laima's plans. Because of the promotion, he tries hard to learn more.
ETC_20151224_017609	Prior to Medzio Diena, the monstruo spent most of the time with sleeping so it wasn't that dangerous.
ETC_20151224_017610	Merregina is still under the control of Diosa Jurate, but since the Diosas are not intervening in human matters, it acts individually.
ETC_20151224_017611	There are many birds that cannot fly after they've transformed to monstruos.
ETC_20151224_017612	The fragments or the broken pieces of Golem are reborn with new forms. Rublem is one of those.
ETC_20151224_017613	It is a monstruo that was transformed from the plants that grew from stones which the humans threw away after refining them on Medzio Diena.
ETC_20151224_017614	There is a variety of demonic soldiers in the demon realm. Their positions and ranks are not well known. The first record of Fallenlem came out from Agailla Flurry's biography.
ETC_20151224_017615	Among Plant-type monstruos, exceptionally, they show tribunal characteristics. In an academic point of view, many people wonder whether they would possess more sociality.
ETC_20151224_017616	They consume either small animals or insects. Nevertheless, they show hostility to the animals that are bigger than them, so anyone who encounters with them should be careful.
ETC_20151224_017617	Although they are small, they are already hosts. Of course, they will keep growing.
ETC_20151224_017618	It is uncertain which roles Belegg is responsible for and whether they are just moving magical creatures.
ETC_20151224_017619	Gesti is the Demon Queen among the other two Demon Kings who are all under Giltine's control, she is the only female. Under Gesti's control, many Señor Demonios are following her instructions to attack humans.
ETC_20151224_017620	Simorfo was reported as the first case that obtained the status of a demon as a monstruo due to its cooperation. Some masters don't want this to be the example of future unpleasant outcomes.
ETC_20151224_017621	It is certain that Siaulioveja is a species that existed before Medzio Diena. However, it is strange that it wasn't discovered by humans within the thousand years of the kingdom history. And when the strange things occurred, they too apppeared under that influence and unfortunately they are against the humans.
ETC_20151224_017622	It is certain that they existed before Medzio Diena. However, it is strange that they were never discovered by humans in the 1,000 years of the kingdom's history. And when strange things occured in the world after Medzio Diena, they appeared as a result of the influences and unfortunately they are against the humans.
ETC_20151224_017623	Since the Pantos turned their backs on humans, the species that were never seen before appeared. Maybe... the demons are the culprit.
ETC_20151224_017624	A soldier that makes up the army of the demons.
ETC_20151224_017625	There's no one who wants to see the true nature of the hidden face behind this mask.
ETC_20151224_017626	The phenomena of the Golemlet absorbing the energy from Raíces Cristal del Árbol to become stronger occurs sometimes.
ETC_20151224_017627	Muerto Vivos turn into Rodelins when they receive a lot of influences from demons or when they are acknowledged by the high-ranked demons.
ETC_20151224_017628	Even when the Pantos were having a close relationship with humans, they actually weren't that friendly to humans. But, they weren't as hostile as they are now.
ETC_20151224_017629	There's a legend were Riteris was one of the masters in the past. Among the masters that are not wizards, some make contracts with the demons for immortality and look for others who are similar to them, then lead them to the demon realm.
ETC_20151224_017630	They won't fall even if you attack them on their legs.
ETC_20151224_017631	A common misunderstanding of humans is that they think that the Escultor Santo were created by a mistake. Of course, we all know that is just silly and untrue.
ETC_20151224_017632	Sometimes, people want to consume Kepas, but I want you to stop them.
ETC_20151224_017633	Colliflies have not awakened themselves as a species and even when they are going through the formation of a social group, demons nor humans are not using them. However, they are indeed threatening individually.
ETC_20151224_017634	The difference between Kepos and Keposeeds is whether they are the hosts or the fluids. When you think about it, the difference between the hosts and the fluids might seem big, but except for the breeding ability, fluids are equally dangerous.
ETC_20151224_017635	If the monstruos that base their origins on plants have an ability to create their offsprings, insides are often not filled.
ETC_20151224_017636	Nuaele is one of those low-ranked Señor Demonios. Strangely enough many demons follow it so that other Señor Demonios do not treat them lightly.
ETC_20151224_017637	When a low-ranked monstruo becomes strong, there are people who still think they are weak. If you don't pay attention to all changes in the current circumstances, these kinds of monstruos may become disasters anytime.
ETC_20151224_017638	Yeti was just a legend prior to Medzio Diena and it's appearance was discovered only recently which led to it's acknowledgment as a monstruo.
ETC_20151224_017639	Marionette is a monstruo that looks familiar, but brings fear from that familiarity.
ETC_20151224_017640	This monstruo who betrayed Diosa Gabija can be called the heretic of the spirits.
ETC_20151224_017641	It is a demons' pest that came to our world from the demon realm. They are disgusting creatures among us demons as well.
ETC_20151224_017642	You shouldn't just think of it as a beast of the demons. This monstruo is actually intelligent!
ETC_20151224_017643	A long time ago, there were times that they were tamed and mounted by humans.
ETC_20151224_017644	This monstruo is the creation of the Señor Demonio Naktis who almost reaches the level of an actual Señor Demonio.
ETC_20151224_017645	Succubus is currently under the command of the Señor Demonio Naktis, but she isn't quite optimistic about Naktis.
ETC_20151224_017646	It is sad that we cannot see animals like Rabbees in their appearances from the past.
ETC_20151224_017647	Eldigo listens to the orders of stronger monstruos in order to survive. But, the opponents it faces are usually stronger so it often gets sacrificed.
ETC_20151224_017648	Sockets used to live deep inside our world and in the demon realm. They believe on Giltine's promise that their territory will be guaranteed in the earth.
ETC_20151224_017649	Austeya Diosa was upset that the insects which she controls transformed, and she was especially upset after looking at this monstruo's trasformed appearance. This monstruo is one of the reasons that Austeya Diosa is very firm against the demons after Medzio Diena.
ETC_20151224_017650	This was a monstruo that threatened the human society a long time ago. When Roxona turned into a petrified city, there was a rumor that there was a herd of Vasilisks.
ETC_20151224_017651	It would be great if they still look for food on the ground, but these beasts nowadías are not the type of animals that we used to know.
ETC_20151224_017652	Goblins that used to live in certain areas for a long time enhance their attack abilities and adaptability.
ETC_20151224_017653	Some scholars want to know how grown up Melatinuns are like. But, adventurers, masters and soldiers don't want to know about them and they don't want to see their appearances.
ETC_20151224_017654	Some plant scholars wanted to name Tripedes to the moving Raflowers when were discovered, but that name was given to another monstruo as we now known as the Raflorecia.
ETC_20151224_017655	There are some instances Muerto Vivos was born from the shells the Muerto Vivos molted out or from the parts that were seperated from the bodies due to injuries. The original Muerto Vivos had the tendency to discriminate these newcomers and humans also distinguish them from the original ones.
ETC_20151224_017656	Which part is the main part from Ashrong's body? Although, it may not be a helpful information to battles, this may be interested for some people.
ETC_20151224_017657	Which part is the main part from Cornuts' body? Although, it may not be a helpful information in battles, this may be interested for some people.
ETC_20151224_017658	Which part is the main part from Papayam's body? Although, it may not be a helpful information in battles, this may be interested for some people.
ETC_20151224_017659	This monstruo was named like this not due to the number of legs it has, but it's order in the research list.
ETC_20151224_017660	This monstruo obtained it's legendary name due to it's appearance. Other than that, this monstruo doesn't have anything special.
ETC_20151224_017661	This monstruo possesses scary fist power and tenacious aggressiveness. It's specialty of hiding well in other places has totally disappeared.
ETC_20151224_017662	Pantos used to live in Gele region for a long time and before it was influnced on Medzio Diena, it kept it's close relationship with humans. Even if the Panto is totally different from normal Pantos, they originated from our world.
ETC_20151224_017663	It's hard for humans to look at it, but Digo likes to race with other species or monstruos.
ETC_20151224_017664	Nuaele belongs to a low-level position. Surprisingly, many demons follow Nuaele so other Señor Demonios don't treat it lightly.
ETC_20151224_017665	Dionis, the guardian tree of Diosa Vakarine has been accompanied with Vakarine since when she was born. That is why Dionis is always besides the statue of Diosa Vakarine. You can also see them at teleport statues that enable teleportation between different regions.
ETC_20151224_017666	In substance, this is the kind of Golem and it is a creature that possesses the wish of the creator, magical power and the ego.
ETC_20151224_017667	Like Ballestero del Templos, they strive hard to reach for a higher status in the Goblin society.
ETC_20151224_017668	Infro Holder Cháman
ETC_20151224_017669	Infro Holder Arquero
ETC_20151224_017670	Saltistters live in cold, rugged areas so their amount hardly increases. The instances where they appear in diverse transformations like Saltisdaughter are of course, after Medzio Diena.
ETC_20151224_017671	After Medzio Diena, as the environment turned favorable to the Goblins, their number increased and they wanted to invade the land of the humans. For your reference, Woodgoblins and goblins are not directly related.
ETC_20151224_017672	By looking at the spear Ticen is carrrying, the assumption that there may be other kinds of Ticens out there turned out to be true and many kinds of Ticens were created and they are moving in a herd. They care about sociality.
ETC_20151224_017673	It is certain that Infrogalas is close to Gaigalas, but we haven't yet actually identified the origin of Gaigalas at the moment so it's origin and the birth are still unknown. However, it is fortunate that other information that is needed when fighting against it is known.
ETC_20151224_017674	Imprisoned Infrogalas Arquero
ETC_20151224_017675	A monstruo that the Hechiceros of the devil realm called out using noir. There's a rumor that they use the spirits in the forest after capturing them, but that has yet to be confirmed.
ETC_20151224_017676	It is not uncommon that the stone statues that are engraved with magical power or parts of architectures move to harm humans. After Medzio Diena, there's no one who think that could be a bit strange.
ETC_20151224_017677	Criomante Master Aleister Crowley
ETC_20151224_017678	Until the year after Medzio Diena, people thought that the monstruos that turned from the crops that haven't been harvested would not appear again if harvesters were careful. However, they lost their hope when the monstruos started growing by themselves. Pumpleflap is an example of this.
ETC_20151224_017679	Some places in the devil realm are filled with these floating objects in the sky.
ETC_20151224_017680	Jukocola doesn't walk on it's tail. It is floating in the air and it's insides is empty. But, we don't know if their insides are emptied within a short period of time after it's death.
ETC_20151224_017681	Pyran is created when the egg of a reptile that is in ashes transforms and hatches.
ETC_20151224_017682	A tool that is used by Hechicero of demons. When the ritual is over, the Hechicero would obtain the ego.
ETC_20151224_017683	A monstruo that is being created when the tombstone of the dead and the spirit of the grave combine inaccurately.
ETC_20151224_017684	A monstruo that is being created when a part of the transformed monstruo from an arthropod gets transformed independently.
ETC_20151224_017685	Many things were transformed into monstruos since Medzio Diena. It is frightening to think about the whereabouts of many anchors the humans dropped into the sea. I just hope that Diosa Jurate keep them tied to the sea.
ETC_20151224_017686	After it became a monstruo, it was known that it had many uses, so they are being hunted by humans. There's a rumor that the Winterspoon family buys them for a good price.
ETC_20151224_017687	It is hard to distinguish them from other monstruos that are transformed from other mushroom types, but they are definitely the ones that are transformed from the creatures of the devil realm.
ETC_20151224_017688	In various regions, they created either the Kupoles or the idols of the spirits. Some of them started to work as evil creatures after Medzio Diena.
ETC_20151224_017689	Stonacons are originated from the plant seeds which chipmunk type monstruos forgot after buring them under the ground.
ETC_20151224_017690	They are the monstruos that were created from the transformations of stone architectures that were engraved with the letters of magic or runes.
ETC_20151224_017691	A subspecies of Drapeliun.
ETC_20151224_017692	It is still to be investigated how the monstruos that were created from the seeds of the plants have the appearance of snake.
ETC_20151224_017693	A long time ago, Elet used to be a fairy or a soul. They received the curse of Diosa Ausrine and they hid into the human world and lived on. Since Medzio Diena, when the demons invaded the world, they are showing their determination to participate with the other demons.
ETC_20151224_017694	What's unique about Nuo is that they are subordinados of the Demon King Kartas. Although Kartas possesses a brutal and unexpected personality, it is so incredible that Nuo who is under the control of Kartas possesses the power and the number for the ones who know well about the circumstances in the demons.
ETC_20151224_017695	Nuka is under the control of the Demon King Vaiga and was dispatched here to fulfill the tasks that Gesti received from Giltine. But, Gesti is controlling them unlike what Vaiga once thought.
ETC_20151224_017696	Elma is one of Gesti's bodyguards, she is dispatched to various duties and also works as a guard at the devil realm.
ETC_20151224_017697	It gets created when the stone pieces or the stone figures of the buildings which the demons stayed change.
ETC_20151224_017698	Bloks just appeared within the last year, so there isn't much information about it yet.
ETC_20151224_017699	There are quite a few reckless people who are going after the monstruos that have big ores like the Kenol attached onto the bodies of the monstruos. It would have been better if they had acted more cautiously when thinking about the disaster that was brought to the world.
ETC_20151224_017700	He has four strong arms. If you don't be careful, you may receive major damage.
ETC_20151224_017701	A demon that follows the Señor Demonio Hauberk. Most of them still show their loyalty to Hauberk even after their owner was sealed by Helgasercle.
ETC_20151224_017702	Hohen competed against humans since the birth of the kingdom. They were cooperative to demons instead of the Diosas, but they posed no big problems since their amount was small compared to humans. However, the environment that Medzio Diena changed is working more advantegeous for Hohens instead of humans so it is not certain whether humans would have an edge over them in the future.
ETC_20151224_017703	Unlike other specter type monstruos, Reapers used to work for quite some time in the demon realm and it's evil whereabouts are recorded in the kingdom's history.
ETC_20151224_017704	Señor Demonio Hauberk signed a secret treaty with Agailla Flurry, who is known as one of the greatest mages in the history, but after that treaty had been discovered by Señor Demonio Helgasercle, the body of Hauberk was ripped into pieces and those pieces were sealed away and scattered across the world. Nevertheless, Hauberk still influences his servants and dreams of his resurrection and return.
ETC_20151224_017705	Lapemiter is a unique occupation that is highly respected, but is also looked down upon among Lapes. A Lapemiter serves a religious role, but the other Lapes don't put great emphasis on religious rituals, so they want a Lapemiter to do their exhausting duty.
ETC_20151224_017706	Their status is not high among Lapes, but they are most dangerous and they get encountered often. To receive respect from the other Lapes, they act violently to the ones they encounter with.
ETC_20151224_017707	For a Lape to Lapflammer, they just need to obtain the weapons they need. But its not that easy since when Lapflammers die, the weapons also get destroyed so its not that easy for the Lapes.
ETC_20151224_017708	Ferret Arquero
ETC_20151224_017709	Ferret Mercader
ETC_20151224_017710	They look small, but they are matured ferrets. They sometimes become other ferrets depending on the properties of the breeds and the environment that they live in.
ETC_20151224_017711	Ferret Loader
ETC_20151224_017712	This ferret does not possess any distinct characteristic. But due to long labor, they possess strong power, so you should not underestimate it.
ETC_20151224_017713	Ferret Empty Porter
ETC_20151224_017714	Ferret SeArquero
ETC_20151224_017715	This ferret is responsible for looking for other enemies and useful fruits.
ETC_20151224_017716	Ferret Slinger
ETC_20151224_017717	Ferret Supply Soldado
ETC_20151224_017718	This ferret has an inferior status compared to the other ferrets. This ferret helps with the works of other ferrets and they also participate in battles.
ETC_20151224_017719	It is not assured that the Lapeman is the undead of a Lape. However, the Lapeman mostly receives respect from the other Lapes.
ETC_20151224_017720	Ferret Marauder
ETC_20151224_017721	We can tell Lape society is gradually becoming more complex and differentiated by looking at them distinguishing themselves from each other for even slight differences between them. When humans see them, they look the same, but they differentiate themselves from each other by having different names so humans also call them differently.
ETC_20151224_017722	Red Infro Holder
ETC_20151224_017723	Green Infro Holder
ETC_20151224_017724	Red Infro Holder Arquero
ETC_20151224_017725	Green Infro Holder Cháman
ETC_20151224_017726	Red Chafperor
ETC_20151224_017727	Red Chafperor Mage
ETC_20151224_017728	This is the target for practitioners' practice
ETC_20151224_017729	Many people are guessing that it is a monstruo that transformed from a hedgehog, but it's origin hasn't been discovered yet.
ETC_20151224_017730	We are not sure about the uses of the thorns that are on the back. There are many cases that transformed monstruos keep their appearances before transformations even if they don't have any functions, but sometimes their functions get discovered later so scholars are not making any decisions yet.
ETC_20151224_017731	Polibu eats small animals or insects and they even eats dead bodies. But, they attack humans to have just one bite so you should be cautious.
ETC_20151224_017732	There are many cases that some parts of the plants become monstruos. For Ponpons, the fruits had transformed.
ETC_20151224_017733	Even if I don't explain to you, you would understand that it would hurt a lot when you get attacked by thick beaks.
ETC_20151224_017734	Violence and cruelty is normal in this place so it's a perfect place for demons. They enjoyed tortures and killings in the demon realm.
ETC_20151224_017735	Divine Chariot
ETC_20151224_017736	Gárgola for Directing
ETC_20151224_017737	Main Tower
ETC_20151224_017738	Academy
ETC_20151224_017739	Forge
ETC_20151224_017740	Shield Charge
ETC_20151224_017741	Summoned Gray Chupacabra
ETC_20151224_017742	Chupacabras move quite stealthily. That being said, it's much more dangerous for humans if there are elite Chupacabras.
ETC_20151224_017743	Beeterinas
ETC_20151224_017744	Beeteroxia
ETC_20151224_017745	Beeto
ETC_20151224_017746	Prison Manager Cortador de la Prisión
ETC_20151224_017747	Flammidus
ETC_20151224_017748	G'bb
ETC_20151224_017749	Giltine thought that Demon Queen Gesti was not working as expected as she dispatched the many Señor Demonios recently. Marnox is a recent typical Señor Demonio.
ETC_20151224_017750	Amplificador Pag
ETC_20151224_017751	Pag members belong to the high class among other demons. The other demon also feels fear due to their cruelty. Pags only bully other demons who are not strong under the Demon King Kartas' guard, they appeared with the request by Giltine in this world.
ETC_20151224_017752	Pag en Carro
ETC_20151224_017753	Aserrador Pag
ETC_20151224_017754	Niñera Pag
ETC_20151224_017755	Enfermero Pag
ETC_20151224_017756	Emisor Pag
ETC_20151224_017757	Drogador Pag
ETC_20151224_017758	Charog
ETC_20151224_017759	A modified frog. It seems to see the original shape due to the hard modification.
ETC_20151224_017760	Caminante de Carbón
ETC_20151224_017761	It's unsure that the demons ignore these monstruos and use for the firewood by sacrificing.
ETC_20151224_017762	Flamme
ETC_20151224_017763	They had started to form a union when Gesti received the mission from Giltine to chase after the revelation. Since Medzio Diena, Flammes were created until then and their subspecies were dispatched to various places according to their creator, Gesti's order.
ETC_20151224_017764	Flamme Arquero
ETC_20151224_017765	Flamme Mage
ETC_20151224_017766	Flamil
ETC_20151224_017767	Flamag
ETC_20151224_017768	Flak
ETC_20151224_017769	Zaura
ETC_20151224_017770	Blue Vubbe Arquero
ETC_20151224_017771	Black Banshee
ETC_20151224_017772	Loktanun
ETC_20151224_017773	Black Rajaperlita
ETC_20151224_017774	Black Rajaperlita
ETC_20151224_017775	Green Slime
ETC_20151224_017776	Brown Hummingbird
ETC_20151224_017777	Blue Slime
ETC_20151224_017778	Pag Clamper
ETC_20151224_017779	Pag Nat
ETC_20151224_017780	Transparent Object (Gimmick)
ETC_20151224_017781	Pag Shearer
ETC_20151224_017782	Direction Video Gray Golem
ETC_20151224_017783	Blade Assassin Cortador de la Prisión
ETC_20151224_017784	Cerbero, Guard Dog of Hell
ETC_20151224_017785	Zaura, Empowered by Giltine
ETC_20151224_017786	Blue Beeteros
ETC_20151224_017787	Blue Truffle
ETC_20151224_017788	Corrupt Chupacabra
ETC_20151224_017789	Blue Operor
ETC_20151224_017790	Red Aparición
ETC_20151224_017791	Hungry Velnia monkey
ETC_20151224_017792	Guild Flag
ETC_20151224_017793	The symbol of the organization.
ETC_20151224_017794	Mission Red Vubbe Thief
ETC_20151224_017795	Mission Red Vubbe Arquero
ETC_20151224_017796	Mission Red Luchador Vubbe
ETC_20151224_017797	Mission Pag en Carro
ETC_20151224_017798	Mission Enfermero Pag
ETC_20151224_017799	Mission Pag Clamper
ETC_20151224_017800	Mission Pag Nat
ETC_20151224_017801	Forest Keeper Ferret Marauder
ETC_20151224_017802	Pavaisa
ETC_20151224_017803	Capella
ETC_20151224_017804	Piedra Rúnica
ETC_20151224_017805	Test Zone Blue
ETC_20151224_017806	For Directing
ETC_20151224_017807	Escondite de Clan
ETC_20151224_017808	Second Starting Point
ETC_20151224_017809	Rasvoy Lake
ETC_20151224_017810	Sekta Forest
ETC_20151224_017811	Oasseu Memorial
ETC_20151224_017812	Maven Abadía
ETC_20151224_017813	Unused-Siauliai
ETC_20151224_017814	Guarida
ETC_20151224_017815	Opening Zone
ETC_20151224_017816	Laima Directing
ETC_20151224_017817	Guild Mission
ETC_20151224_017818	Elgos Monasterio Annex
ETC_20151224_017819	Novaha Assembly Hall
ETC_20151224_017820	Novaha Annex
ETC_20151224_017821	Novaha Institute
ETC_20151224_017822	Delmore Hamlet
ETC_20151224_017823	Delmore Manor
ETC_20151224_017824	Delmore Outskirts
ETC_20151224_017825	Underground Catacombs Dungeon2
ETC_20151224_017826	Deep Underground Prison Dungeon
ETC_20151224_017827	Torre del Mago Guild Mission
ETC_20151224_017828	Evento de Clan
ETC_20151224_017829	Bosque Espinoso Guild Mission
ETC_20151224_017830	Mausoleo Real Guild Mission
ETC_20151224_017831	Canyon Belt Guild Mission
ETC_20151224_017832	Prisión Demoníaca Guild Mission
ETC_20151224_017833	Monument of Desire Dungeon
ETC_20151224_017834	Destruye the restrainment devices attached to Monje Goss!
ETC_20151224_017835	Hurry up, before the spore spurts!
ETC_20151224_017836	Shhh, I'm going to release you.
ETC_20151224_017837	I'll close the spore valve. Can you handle the trap devices?
ETC_20151224_017838	Oh no, the demons saw us!
ETC_20151224_017839	Please do until open the door.
ETC_20151224_017840	Everyone! Goss is going to open the door soon.
